time,velocity
0.0,9.999999999989047
0.0,10.000000000029882
0.0,10.00000000007453
0.0,10.000000000017975
0.0,9.99999999999378
0.0,9.999999999990937
0.0,10.000000000095227
0.0,10.000000000053246
0.0,10.000000000106315
0.0,9.999999999996696
0.0,10.000000000060803
0.0,10.000000000043979
0.0,10.000000000010036
0.0,10.000000000039948
0.0,10.000000000008027
0.0,9.99999999994384
0.0,10.000000000027937
0.0,10.000000000005114
0.0,10.0000000000273
0.0,10.000000000110155
0.0,10.000000000108944
0.0,9.999999999900638
0.0,9.99999999996659
0.0,9.999999999965844
0.0,9.99999999995639
0.0,9.99999999988662
0.0,9.999999999978845
0.0,10.000000000010449
0.0,10.00000000004353
0.0,10.000000000034564
0.0,10.000000000108185
0.0,10.000000000044945
0.0,9.999999999976138
0.0,9.99999999995285
0.0,10.000000000050044
0.0,9.999999999976314
0.0,9.999999999981128
0.0,10.000000000113971
0.0,9.99999999999756
0.0,9.999999999975628
0.0,10.000000000078176
0.0,9.999999999980583
0.0,9.999999999916575
0.0,10.000000000006901
0.0,9.999999999996474
0.0,9.999999999979119
0.0,10.000000000002496
0.0,10.00000000000622
0.0,10.000000000034449
0.0,10.000000000008672
0.0,10.000000000027388
0.0,10.00000000007539
0.0,9.999999999980442
0.0,10.000000000101346
0.0,10.000000000014687
0.0,9.99999999991984
0.0,10.000000000027946
0.0,10.000000000062544
0.0,10.000000000105523
0.0,9.999999999977097
0.0,10.000000000011092
0.0,10.000000000020668
0.0,10.000000000005416
0.0,10.000000000009887
0.0,9.999999999983025
0.0,9.999999999824706
0.0,9.999999999991912
0.0,10.000000000016733
0.0,10.000000000022371
0.0,10.000000000087919
0.0,9.999999999993443
0.0,9.999999999912543
0.0,9.999999999960826
0.0,10.000000000031743
0.0,10.000000000116755
0.0,10.000000000089628
0.0,10.000000000008132
0.0,10.000000000003546
0.0,9.999999999978677
0.0,9.999999999903395
0.0,9.99999999996112
0.0,9.999999999959066
0.0,10.000000000025343
0.0,9.999999999989713
0.0,10.000000000004503
0.0,9.999999999987757
0.0,10.000000000038524
0.0,10.000000000088441
0.0,10.000000000116984
0.0,9.999999999977181
0.0,9.999999999988704
0.0,9.999999999925166
0.0,10.000000000026757
0.0,10.00000000012342
0.0,10.000000000011473
0.0,9.999999999918453
0.0,10.000000000008828
0.0,10.00000000001965
0.0,9.999999999997039
0.0,10.00000000001066
0.0,9.999999999954113
0.0,10.00000000003356
0.0,10.00000000002182
0.0,9.99999999997707
0.0,10.00000000006752
0.0,9.999999999922212
0.0,9.99999999999909
0.0,9.999999999934204
0.0,9.999999999966313
0.0,10.00000000001425
0.0,10.000000000006214
0.0,10.000000000037712
0.0,9.999999999996138
0.0,9.999999999879934
0.0,10.000000000041911
0.0,10.000000000029623
0.0,9.999999999970747
0.0,9.999999999891031
0.0,10.000000000004494
0.0,10.000000000009106
0.0,10.000000000121748
0.0,10.000000000004583
0.0,10.000000000004153
0.0,10.000000000040803
0.0,9.99999999998739
0.0,9.99999999991667
0.0,9.999999999996655
0.0,10.000000000114241
0.0,9.999999999948653
0.0,10.000000000023048
0.0,9.999999999933085
